,names,prices,ratings,descriptions
186,"SAMSUNG Galaxy Z Flip5 (Lavender, 512 GB)","₹65,990",5,8 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
187,"Apple iPhone 14 (Midnight, 256 GB)","₹64,999",4.3,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
188,"Apple iPhone 15 (Pink, 128 GB)","₹64,999",5,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
189,"Apple iPhone 15 (Black, 128 GB)","₹64,999",5,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
190,"Apple iPhone 15 (Green, 128 GB)","₹64,999",4.6,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
191,"OnePlus 13 (Black Eclipse, 256 GB)","₹64,999",5,"12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Quad HD+ Display50MP + 50MP + 50MP | 32MP Front Camera6000 mAh BatterySnapdragon® 8 Elite Processor1 Year Warranty
1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase"
192,"Apple iPhone 15 (Blue, 128 GB)","₹64,999",5,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
193,"Apple iPhone 14 (Starlight, 256 GB)","₹64,999",4.4,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
194,"OnePlus 13 (Arctic Dawn, 256 GB)","₹64,965",4.5,12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Display50MP Rear Camera6000 mAh Battery1 year in handset and 6 months in accessories
195,"SAMSUNG Galaxy Z Flip5 (Cream, 512 GB)","₹63,999",4.5,8 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
196,"vivo X100 (Stargaze Blue, 256 GB)","₹63,899",4.7,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 64MP | 32MP Front Camera5000 mAh BatteryDimensity 9300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
197,"OnePlus 12 (Flowy Emerald, 512 GB)","₹60,999",4.7,16 GB RAM | 512 GB ROM17.32 cm (6.82 inch) Display64MP Rear Camera5400 mAh Battery1 Year Brand Warranty
198,"MOTOROLA Razr 50 (Spritz Orange, 256 GB)","₹59,999",4.7,8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Full HD Display50MP Rear Camera4200 mAh BatteryOcta-core ProcessorBrand warranty of 1 year available for mobile and Six months for Accessories.
199,"realme GT 7 Pro (Galaxy Grey, 512 GB)","₹59,999",4.7,16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5800 mAh Battery1 Year
200,"realme GT 7 Pro (Mars Orange, 512 GB)","₹59,999",4.4,16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5800 mAh Battery1 Year
201,"IQOO 12 (Legend, 256 GB)","₹59,990",4.4,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh Battery1 Year
202,"vivo X90 Pro (Legendary Black, 256 GB)","₹59,980",4.6,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 12MP | 32MP Front Camera4870 mAh BatteryDimensity 9200 Processor1 Year Handset and 6 Months Accessories
203,"Apple iPhone 16e (Black, 128 GB)","₹59,900",4.3,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP Rear Camera | 12MP Front CameraA18 Chip, 6 Core Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
204,"Apple iPhone 16e (White, 128 GB)","₹59,900",4.6,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP Rear Camera | 12MP Front CameraA18 Chip, 6 Core Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
205,"IQOO 13 5G (Legend, 256 GB)","₹59,899",4.6,12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Display50MP Rear Camera6000 mAh Battery1 Year
206,"OnePlus 12 (Flowy Emerald, 256 GB)","₹58,998",4.6,12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Display64MP Rear Camera5400 mAh Battery1 Year Brand Warranty
207,"OnePlus 12 (Glacial White, 256 GB)","₹58,978",4.5,12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Full HD+ AMOLED Display50MP Rear Camera5400 mAh BatteryQualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm) Processor1 Year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase
208,"Cubot KingKong X 5G (Black, 256 GB)","₹58,788",4.5,16 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.72 cm (6.583 inch) Full HD+ Display100MP + 32MP + 5MP | 32MP + 32MP Dual Front Camera10200 mAh BatteryMediaTek Dimensity 7050 Processor1 Year Manufacturer
209,"SAMSUNG Galaxy S24+ 5G (Cobalt Violet, 256 GB)","₹56,999",4.5,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4900 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
210,"MOTOROLA Razr 50 (Beach Sand, 256 GB)","₹56,999",4.6,8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Full HD Display50MP Rear Camera4200 mAh BatteryOcta-core ProcessorBrand warranty of 1 year available for mobile and Six months for Accessories.
211,"SAMSUNG Galaxy S24+ 5G (Onyx Black, 256 GB)","₹56,999",4.6,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4900 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
212,"MOTOROLA razr 40 (Sage Green, 256 GB)","₹56,999",4.5,8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display64MP Rear Camera4200 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
213,"SAMSUNG SamsungGalaxyS24 (SAPPHIRE BLUE, 128 GB)","₹55,999",4.6,8 GB RAM | 128 GB ROM | Expandable Upto 0 MB15.75 cm (6.2 inch) Full HD Display50MP + 50MP | 12MP + 12MP Dual Front Camera4000 mAh BatteryEXYNOS 2400 Processor1 year
214,"vivo V40 Pro 5G (Titanium Grey, 512 GB)","₹55,999",4.6,12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
215,"ASUS ROG Phone 5 (Black, 128 GB)","₹55,999",5,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 13MP + 5MP | 24MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 888 (SM8350) ProcessorBrand Warranty of 1 Year
